"Dish Name",Category,"Serving Size","Calories (kcal)","Carbs (g)","Protein (g)","Fat (g)",Notes,Ingredients
"Ginataang Hipon (Large Serving)",Lunch/Dinner,"1 cup (200g)",425,15,30,27,"Shrimp in coconut milk","Shrimp, Coconut milk, Onion, Garlic, Ginger, Green chili, Shrimp paste, Cooking oil, Salt"
"Ginataang Hipon (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",340,12,24,22,"Shrimp in coconut milk; spicy","Shrimp, Coconut milk, Onion, Garlic, Ginger, Green chili, Shrimp paste, Cooking oil, Salt"
"Ginataang Hipon (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",340,12,24,22,"Shrimp in coconut milk; reduced salt","Shrimp, Coconut milk, Onion, Garlic, Ginger, Green chili, Shrimp paste, Cooking oil, Salt"
"Ginataang Hipon (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",357,18,25,23,"Shrimp in coconut milk; whole grain option","Shrimp, Coconut milk, Onion, Garlic, Ginger, Green chili, Shrimp paste, Cooking oil, Salt"
"Ginataang Hipon (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",475,16,33,30,"Shrimp in coconut milk","Shrimp, Coconut milk, Onion, Garlic, Ginger, Green chili, Shrimp paste, Cooking oil, Salt"
"Ginataang Hipon (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",289,10,20,18,"Shrimp in coconut milk","Shrimp, Coconut milk, Onion, Garlic, Ginger, Green chili, Shrimp paste, Cooking oil, Salt"
"Ginataang Gulay (Mixed) (Small Serving)",Lunch/Dinner,"1 cup (200g)",210,16,6,13,"Mixed veggies in coconut milk","Mixed vegetables, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili, Cooking oil, Salt"
"Ginataang Gulay (Mixed) (Large Serving)",Lunch/Dinner,"1 cup (200g)",350,27,10,22,"Mixed veggies in coconut milk","Mixed vegetables, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili, Cooking oil, Salt"
"Ginataang Gulay (Mixed) (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",280,22,8,18,"Mixed veggies in coconut milk; spicy","Mixed vegetables, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili, Cooking oil, Salt"
"Ginataang Gulay (Mixed) (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",280,22,8,18,"Mixed veggies in coconut milk; reduced salt","Mixed vegetables, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili, Cooking oil, Salt"
"Ginataang Gulay (Mixed) (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",294,29,8,18,"Mixed veggies in coconut milk; whole grain option","Mixed vegetables, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili, Cooking oil, Salt"
"Ginataang Gulay (Mixed) (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",392,30,11,25,"Mixed veggies in coconut milk","Mixed vegetables, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili, Cooking oil, Salt"
"Ginataang Gulay (Mixed) (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",238,18,6,15,"Mixed veggies in coconut milk","Mixed vegetables, Coconut milk, Shrimp or pork, Onion, Garlic, Ginger, Green chili, Cooking oil, Salt"
"Tinapa at Kamatis (Small Serving)",Breakfast/Lunch,"1 plate (150g)",165,6,12,9,"Smoked fish with tomato","Smoked fish (tinapa), Tomatoes, Onion, Salt, Black pepper"
"Tinapa at Kamatis (Large Serving)",Breakfast/Lunch,"1 plate (150g)",275,10,20,15,"Smoked fish with tomato","Smoked fish (tinapa), Tomatoes, Onion, Salt, Black pepper"
"Tinapa at Kamatis (Spicy Variant)",Breakfast/Lunch,"1 plate (150g)",220,8,16,12,"Smoked fish with tomato; spicy","Smoked fish (tinapa), Tomatoes, Onion, Salt, Black pepper"
"Tinapa at Kamatis (Low-Sodium)",Breakfast/Lunch,"1 plate (150g)",220,8,16,12,"Smoked fish with tomato; reduced salt","Smoked fish (tinapa), Tomatoes, Onion, Salt, Black pepper"
"Tinapa at Kamatis (With Brown Rice)",Breakfast/Lunch,"1 plate (150g)",231,14,16,12,"Smoked fish with tomato; whole grain option","Smoked fish (tinapa), Tomatoes, Onion, Salt, Black pepper"
"Tinapa at Kamatis (Fiesta Portion)",Breakfast/Lunch,"1 plate (150g)",308,11,22,16,"Smoked fish with tomato","Smoked fish (tinapa), Tomatoes, Onion, Salt, Black pepper"
"Tinapa at Kamatis (Budget Bowl)",Breakfast/Lunch,"1 plate (150g)",187,6,13,10,"Smoked fish with tomato","Smoked fish (tinapa), Tomatoes, Onion, Salt, Black pepper"
"Arroz Valenciana (Small Serving)",Lunch/Dinner,"1 plate (300g)",405,60,13,9,"Fiesta rice dish","Glutinous rice, Chicken, Chorizo, Bell peppers, Onion, Garlic, Tomato sauce, Cooking oil, Salt, Black pepper"
"Arroz Valenciana (Large Serving)",Lunch/Dinner,"1 plate (300g)",675,100,22,15,"Fiesta rice dish","Glutinous rice, Chicken, Chorizo, Bell peppers, Onion, Garlic, Tomato sauce, Cooking oil, Salt, Black pepper"
"Arroz Valenciana (Spicy Variant)",Lunch/Dinner,"1 plate (300g)",540,80,18,12,"Fiesta rice dish; spicy","Glutinous rice, Chicken, Chorizo, Bell peppers, Onion, Garlic, Tomato sauce, Cooking oil, Salt, Black pepper"
"Arroz Valenciana (Low-Sodium)",Lunch/Dinner,"1 plate (300g)",540,80,18,12,"Fiesta rice dish; reduced salt","Glutinous rice, Chicken, Chorizo, Bell peppers, Onion, Garlic, Tomato sauce, Cooking oil, Salt, Black pepper"
"Arroz Valenciana (With Brown Rice)",Lunch/Dinner,"1 plate (300g)",567,90,18,12,"Fiesta rice dish; whole grain option","Glutinous rice, Chicken, Chorizo, Bell peppers, Onion, Garlic, Tomato sauce, Cooking oil, Salt, Black pepper"
"Arroz Valenciana (Fiesta Portion)",Lunch/Dinner,"1 plate (300g)",756,112,25,16,"Fiesta rice dish","Glutinous rice, Chicken, Chorizo, Bell peppers, Onion, Garlic, Tomato sauce, Cooking oil, Salt, Black pepper"
"Arroz Valenciana (Budget Bowl)",Lunch/Dinner,"1 plate (300g)",459,68,15,10,"Fiesta rice dish","Glutinous rice, Chicken, Chorizo, Bell peppers, Onion, Garlic, Tomato sauce, Cooking oil, Salt, Black pepper"
"Pritong Manok (Small Serving)",Lunch/Dinner,150g,270,4,21,16,"Fried chicken","Chicken, Salt, Black pepper, Garlic, Cooking oil"
"Pritong Manok (Large Serving)",Lunch/Dinner,150g,450,7,35,27,"Fried chicken","Chicken, Salt, Black pepper, Garlic, Cooking oil"
"Pritong Manok (Spicy Variant)",Lunch/Dinner,150g,360,6,28,22,"Fried chicken; spicy","Chicken, Salt, Black pepper, Garlic, Cooking oil"
"Pritong Manok (Low-Sodium)",Lunch/Dinner,150g,360,6,28,22,"Fried chicken; reduced salt","Chicken, Salt, Black pepper, Garlic, Cooking oil"
"Pritong Manok (With Brown Rice)",Lunch/Dinner,150g,378,12,29,23,"Fried chicken; whole grain option","Chicken, Salt, Black pepper, Garlic, Cooking oil"
"Pritong Manok (Fiesta Portion)",Lunch/Dinner,150g,503,8,39,30,"Fried chicken","Chicken, Salt, Black pepper, Garlic, Cooking oil"
"Pritong Manok (Budget Bowl)",Lunch/Dinner,150g,306,5,23,18,"Fried chicken","Chicken, Salt, Black pepper, Garlic, Cooking oil"
"Inihaw na Manok (Small Serving)",Lunch/Dinner,150g,240,3,21,15,"Grilled chicken","Chicken, Salt, Black pepper, Garlic, Calamansi, Cooking oil"
"Inihaw na Manok (Large Serving)",Lunch/Dinner,150g,400,5,35,25,"Grilled chicken","Chicken, Salt, Black pepper, Garlic, Calamansi, Cooking oil"
"Inihaw na Manok (Spicy Variant)",Lunch/Dinner,150g,320,4,28,20,"Grilled chicken; spicy","Chicken, Salt, Black pepper, Garlic, Calamansi, Cooking oil"
"Inihaw na Manok (Low-Sodium)",Lunch/Dinner,150g,320,4,28,20,"Grilled chicken; reduced salt","Chicken, Salt, Black pepper, Garlic, Calamansi, Cooking oil"
"Inihaw na Manok (With Brown Rice)",Lunch/Dinner,150g,336,10,29,21,"Grilled chicken; whole grain option","Chicken, Salt, Black pepper, Garlic, Calamansi, Cooking oil"
"Inihaw na Manok (Fiesta Portion)",Lunch/Dinner,150g,448,5,39,28,"Grilled chicken","Chicken, Salt, Black pepper, Garlic, Calamansi, Cooking oil"
"Inihaw na Manok (Budget Bowl)",Lunch/Dinner,150g,272,3,23,17,"Grilled chicken","Chicken, Salt, Black pepper, Garlic, Calamansi, Cooking oil"
"Skinless Longganisa (Small Serving)",Breakfast,"2 links (80g)",210,4,9,16,"Homemade style","Ground pork, Garlic, Vinegar, Sugar, Salt, Black pepper, Sausage casing (optional)"
"Skinless Longganisa (Large Serving)",Breakfast,"2 links (80g)",350,7,15,27,"Homemade style","Ground pork, Garlic, Vinegar, Sugar, Salt, Black pepper, Sausage casing (optional)"
"Skinless Longganisa (Spicy Variant)",Breakfast,"2 links (80g)",280,6,12,22,"Homemade style; spicy","Ground pork, Garlic, Vinegar, Sugar, Salt, Black pepper, Sausage casing (optional)"
"Skinless Longganisa (Low-Sodium)",Breakfast,"2 links (80g)",280,6,12,22,"Homemade style; reduced salt","Ground pork, Garlic, Vinegar, Sugar, Salt, Black pepper, Sausage casing (optional)"
"Skinless Longganisa (With Brown Rice)",Breakfast,"2 links (80g)",294,12,12,23,"Homemade style; whole grain option","Ground pork, Garlic, Vinegar, Sugar, Salt, Black pepper, Sausage casing (optional)"
"Skinless Longganisa (Fiesta Portion)",Breakfast,"2 links (80g)",392,8,16,30,"Homemade style","Ground pork, Garlic, Vinegar, Sugar, Salt, Black pepper, Sausage casing (optional)"
"Skinless Longganisa (Budget Bowl)",Breakfast,"2 links (80g)",238,5,10,18,"Homemade style","Ground pork, Garlic, Vinegar, Sugar, Salt, Black pepper, Sausage casing (optional)"
"Pork Tocino (Small Serving)",Breakfast/Lunch,100g,217,15,9,13,"Sweet cured pork","Pork, Sugar, Salt, Black pepper, Garlic, Anise, Pineapple juice"
"Pork Tocino (Large Serving)",Breakfast/Lunch,100g,362,25,15,22,"Sweet cured pork","Pork, Sugar, Salt, Black pepper, Garlic, Anise, Pineapple juice"
"Pork Tocino (Spicy Variant)",Breakfast/Lunch,100g,290,20,12,18,"Sweet cured pork; spicy","Pork, Sugar, Salt, Black pepper, Garlic, Anise, Pineapple juice"
"Pork Tocino (Low-Sodium)",Breakfast/Lunch,100g,290,20,12,18,"Sweet cured pork; reduced salt","Pork, Sugar, Salt, Black pepper, Garlic, Anise, Pineapple juice"
"Pork Tocino (With Brown Rice)",Breakfast/Lunch,100g,304,27,12,18,"Sweet cured pork; whole grain option","Pork, Sugar, Salt, Black pepper, Garlic, Anise, Pineapple juice"
"Pork Tocino (Fiesta Portion)",Breakfast/Lunch,100g,406,28,16,25,"Sweet cured pork","Pork, Sugar, Salt, Black pepper, Garlic, Anise, Pineapple juice"
"Pork Tocino (Budget Bowl)",Breakfast/Lunch,100g,246,17,10,15,"Sweet cured pork","Pork, Sugar, Salt, Black pepper, Garlic, Anise, Pineapple juice"
"Beef Tapa (Small Serving)",Breakfast/Lunch,100g,195,4,15,12,"Cured beef strips","Beef, Soy sauce, Calamansi juice, Garlic, Sugar, Salt, Black pepper"
"Beef Tapa (Large Serving)",Breakfast/Lunch,100g,325,7,25,20,"Cured beef strips","Beef, Soy sauce, Calamansi juice, Garlic, Sugar, Salt, Black pepper"
"Beef Tapa (Spicy Variant)",Breakfast/Lunch,100g,260,6,20,16,"Cured beef strips; spicy","Beef, Soy sauce, Calamansi juice, Garlic, Sugar, Salt, Black pepper"
"Beef Tapa (Low-Sodium)",Breakfast/Lunch,100g,260,6,20,16,"Cured beef strips; reduced salt","Beef, Soy sauce, Calamansi juice, Garlic, Sugar, Salt, Black pepper"
"Beef Tapa (With Brown Rice)",Breakfast/Lunch,100g,273,12,21,16,"Cured beef strips; whole grain option","Beef, Soy sauce, Calamansi juice, Garlic, Sugar, Salt, Black pepper"
"Beef Tapa (Fiesta Portion)",Breakfast/Lunch,100g,364,8,28,22,"Cured beef strips","Beef, Soy sauce, Calamansi juice, Garlic, Sugar, Salt, Black pepper"
"Beef Tapa (Budget Bowl)",Breakfast/Lunch,100g,221,5,17,13,"Cured beef strips","Beef, Soy sauce, Calamansi juice, Garlic, Sugar, Salt, Black pepper"
"Batangas Lomi Special",Lunch/Dinner,"1 bowl (350g)",560,65,22,20,"With liver, kikiam, chicharon","Thick egg noodles, Pork, Chicken liver, Shrimp, Vegetables, Onion, Garlic, Soy sauce, Cornstarch, Cooking oil, Spring onion"
"Pares w/ Garlic Rice",Lunch/Dinner,"1 set",780,85,35,28,"Beef pares with rice & soup","Beef, Garlic, Rice, Rice & soup"
"Goto Special (With Tokwa't Baboy)",Breakfast/Snack,"1 bowl + side",520,60,26,18,"Hearty combo","Rice, Beef tripe, Water, Salt, Garlic, Ginger, Onion, Spring onion, Fish sauce, Black pepper"
"Arroz Caldo w/ Egg",Breakfast/Snack,"1 bowl (280g)",360,48,18,10,"With boiled egg","Rice, Chicken, Water, Ginger, Garlic, Onion, Spring onion, Fish sauce, Saffron or turmeric, Salt, Black pepper"
"Tinapa Omelette",Breakfast,"1 serving",280,6,16,20,"Eggs with smoked fish","Egg, Fish, Smoked fish, Tinapa"
"Sardinas with Misua",Lunch/Dinner,"1 bowl (250g)",320,46,14,8,"Budget-friendly soup",Sardinas
"Ginataang Langka",Lunch/Dinner,"1 cup (200g)",300,20,8,20,"Young jackfruit in coconut milk","Mixed vegetables, Coconut milk, Onion, Garlic, Ginger, Green chili (optional), Cooking oil, Salt"
"Binignit (Visayan Ginataan)",Snack/Dessert,"1 bowl (250g)",360,68,4,8,"Root crops in coconut milk","Coconut, Coconut milk"
"Chicken Curry (Filipino)",Lunch/Dinner,"1 cup (200g)",340,18,24,18,"Mild coconut curry","Chicken, Coconut"
"Beef Kare-Kare",Lunch/Dinner,"1 cup (200g)",520,20,28,34,"Beef shank & tripe","Oxtail or tripe, Peanut butter, Annatto powder, Eggplant, String beans, Banana heart, Bok choy, Onion, Garlic, Shrimp paste (bagoong), Cooking oil, Water"
"Piniritong Lumpiang Shanghai Rice Bowl",Lunch,"1 bowl",620,72,20,24,"Bowl combo","Ground pork, Carrots, Onion, Garlic, Spring onion, Salt, Black pepper, Lumpia wrapper, Cooking oil"
"Sisig w/ Rice",Lunch/Dinner,"1 plate",780,60,28,42,"Sizzling chopped pork face","Pork, Rice"
"Chicharon Bulaklak",Snack,100g,540,4,12,50,"Deep-fried pork mesentery","Chicharo, Chicharon, Pork"
"Pritong Isda w/ Escabeche",Lunch/Dinner,"1 plate (220g)",360,28,24,14,"Sweet-sour sauce",Fish
"Bangus Sisig",Lunch/Dinner,"1 plate",520,24,28,28,"Milkfish sisig","Bangus, Fish"
"Tinapa Pasta",Snack/Lunch,"1 plate (250g)",520,62,22,18,"Filipino-style pasta",Tinapa
"Filipino-Style Spaghetti",Snack/Lunch,"1 plate (300g)",620,90,20,16,"Sweet-style with hotdogs","Hotdog, Hotdogs"
"Carbonara (Pinoy)",Snack/Lunch,"1 plate (300g)",650,70,22,24,"Creamy style","Rice, Vegetables"
"Liver Steak (Bistek Atay)",Lunch/Dinner,"1 cup (200g)",320,10,26,16,"Liver with onions","Liver, Onion, Onions"
Taho,Breakfast,"Per 1 cup (250g)",180,3,1,40,"Rich in protein, calcium; affordable street food.","Soft tofu, Brown sugar syrup (arnibal), Tapioca pearls (sago), Vanilla extract (optional)"
Champorado,Breakfast,"Per bowl (200g)",250,5,3,55,"Good source of energy; often paired with tuyo.","Rice, Cocoa powder or tablea, Sugar, Water, Evaporated milk (optional)"
"Arroz Caldo",Breakfast,"Per bowl (250g)",280,9,7,48,"High in protein and comfort food; budget-friendly.","Rice, Chicken, Water, Ginger, Garlic, Onion, Spring onion, Fish sauce, Saffron or turmeric, Salt, Black pepper"
Goto,Breakfast,"Per bowl (250g)",260,8,6,47,"Hearty rice porridge; filling and low cost.","Rice, Beef tripe, Water, Salt, Garlic, Ginger, Onion, Spring onion, Fish sauce, Black pepper"
"Pandesal with Peanut Butter",Breakfast,"2 pcs (80g)",210,6,8,28,"Affordable bread staple, versatile filling.","Flour, Yeast, Sugar, Salt, Butter or margarine, Eggs, Milk, Breadcrumbs"
"Pandesal with Cheese",Breakfast,"2 pcs (80g)",230,8,9,27,"Protein and calcium-rich, very affordable.","Flour, Yeast, Sugar, Salt, Butter or margarine, Eggs, Milk, Breadcrumbs"
Tapsilog,Breakfast,"1 serving (300g)",520,28,18,60,"Classic silog meal, protein-packed.","Beef tapa, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
Longsilog,Breakfast,"1 serving (300g)",540,22,25,58,"Savory and filling breakfast option.","Main protein, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
Tosilog,Breakfast,"1 serving (300g)",500,26,20,55,"Popular breakfast meal; protein-rich.","Main protein, Garlic fried rice, Egg, Cooking oil, Salt, Black pepper"
"Corned Beef with Rice",Breakfast,"1 cup rice + 85g corned beef",430,14,20,46,"Easy to prepare, affordable canned option.","Beef, Corned beef, Rice"
"Fried Egg with Rice",Breakfast,"1 cup rice + 1 egg",320,10,9,45,"Very budget-friendly, protein-rich.","Egg, Rice"
"Hotdog with Rice",Breakfast,"1 cup rice + 2 hotdogs",420,12,25,40,"Affordable, popular breakfast for kids.","Hotdog, Rice"
Sopas,Breakfast,"Per bowl (250g)",290,12,8,45,"Affordable creamy pasta soup; hearty.","Macaroni, Chicken, Milk or cream, Carrots, Cabbage, Onion, Garlic, Butter, Salt, Black pepper"
"Pancit Canton (Instant)",Breakfast,"1 pack cooked (100g)",350,9,14,48,"Budget quick breakfast option.","Egg noodles, Chicken or pork, Shrimp, Cabbage, Carrots, Green beans, Onion, Garlic, Soy sauce, Oyster sauce, Cooking oil, Salt, Black pepper"
Binatog,Breakfast,"1 cup (200g)",280,7,8,46,"Affordable street food, high in carbs.","Rice, Vegetables"
"Banana Cue",Breakfast,"1 stick (150g)",200,2,6,38,"Sweet and filling; cheap street snack.","Saba banana, Brown sugar, Cooking oil"
"Camote Cue",Breakfast,"1 stick (150g)",210,2,7,40,"Affordable street food snack.","Sweet potato, Brown sugar, Cooking oil"
Turon,Breakfast,"1 pc (100g)",180,3,6,32,"Banana spring roll; sweet breakfast/snack.","Saba banana, Brown sugar, Lumpia wrapper, Cooking oil"
"Puto with Cheese",Breakfast,"2 pcs (80g)",220,5,5,42,"Steamed rice cake, filling and affordable.","Rice flour, Sugar, Baking powder, Water, Salt"
Kutsinta,Breakfast,"3 pcs (90g)",190,2,4,40,"Sticky rice cake; often paired with puto.","Rice flour, Brown sugar, Lye water, Water"
Palitaw,Breakfast,"2 pcs (100g)",210,4,5,42,"Rice-based sweet, affordable option.","Glutinous rice flour, Coconut, Sugar, Sesame seeds, Water"
Bibingka,Breakfast,"1 pc (120g)",250,5,9,40,"Holiday treat but affordable version exists.","Rice flour, Coconut milk, Sugar, Eggs, Butter, Salt, Baking powder"
Biko,Breakfast,"1 slice (100g)",230,4,7,46,"Sticky rice delicacy; budget-friendly.","Glutinous rice, Coconut milk, Brown sugar, Salt"
"Pandesal with Coffee",Breakfast,"2 pcs (80g)",180,6,4,30,"Classic Filipino breakfast pairing.","Flour, Yeast, Sugar, Salt, Butter or margarine, Eggs, Milk, Breadcrumbs"
"Banana with Rice",Breakfast,"1 cup rice + 1 banana",280,5,1,62,"Cheap but filling combo.","Banana, Rice"
"Daing na Bangus with Rice",Breakfast,"1 serving (200g)",400,30,18,32,"Protein-rich, affordable local fish.","Bangus, Daing, Fish, Rice"
"Fried Galunggong with Rice",Breakfast,"1 serving (200g)",370,28,15,36,"Budget-friendly fish meal.","Fish, Galunggong, Rice"
Lugaw,Breakfast,"Per bowl (200g)",180,6,3,35,"Simple porridge; highly affordable.","Rice, Water, Salt, Garlic, Ginger, Spring onion, Fried garlic, Chicken stock (optional)"
"Instant Noodles with Rice",Breakfast,"1 pack + 1 cup rice",460,10,16,65,"Cheap combo, common in low-income homes.","Noodles, Rice"
"Salted Egg with Tomato & Rice",Breakfast,"1 egg + 1 cup rice",340,10,16,38,"Very budget-friendly classic meal.","Egg, Rice, Tomato"
"Peanut Butter Sandwich",Breakfast,"2 slices bread",290,8,12,35,"Affordable and filling.","Rice, Vegetables"
"Egg Sandwich",Breakfast,"2 slices bread + egg",300,12,10,36,"Protein-rich, low-cost sandwich.",Egg
"Adobong Sitaw",Lunch,"Per serving (200g)",280,12,15,25,"Vegetable-based adobo, budget-friendly.","Chicken or pork, Soy sauce, Vinegar, Garlic, Bay leaves, Black peppercorns, Onion, Sugar, Cooking oil, Water"
"Adobong Kangkong",Lunch,"Per serving (200g)",240,8,12,30,"Nutritious and affordable veggie dish.","Chicken or pork, Soy sauce, Vinegar, Garlic, Bay leaves, Black peppercorns, Onion, Sugar, Cooking oil, Water"
"Ginataang Kalabasa at Sitaw",Lunch,"Per serving (250g)",320,10,18,35,"Budget-friendly, healthy dish.","String beans, Squash, Coconut milk, Onion, Garlic, Ginger, Green chili (optional), Cooking oil, Salt"
Pinakbet,Lunch,"Per serving (250g)",300,12,14,35,"Ilocano vegetable dish; affordable.","Rice, Vegetables"
Laing,Lunch,"Per serving (200g)",310,8,20,30,"Bicol dish, taro leaves in coconut milk.","Dried taro leaves, Coconut milk, Pork or shrimp, Shrimp paste, Green chili peppers, Onion, Garlic, Ginger, Cooking oil, Salt"
"Pritong Tilapia",Lunch,"1 pc (200g)",370,32,18,30,"Common affordable fish meal.","Tilapia, Salt, Black pepper, Cooking oil, Calamansi"
"Fried Galunggong",Lunch,"1 pc (200g)",360,28,15,28,"Budget staple for many families.",Galunggong
"Adobong Pusit",Lunch,"Per serving (200g)",340,22,16,25,"Affordable seafood dish.","Chicken or pork, Soy sauce, Vinegar, Garlic, Bay leaves, Black peppercorns, Onion, Sugar, Cooking oil, Water"
"Pork Giniling",Lunch,"Per serving (200g)",400,18,22,32,"Budget ground pork dish.",Pork
"Chicken Afritada",Lunch,"Per serving (250g)",420,20,24,35,"Tomato-based chicken stew.","Chicken, Tomato"
"Ginisang Monggo",Lunch,"Per serving (200g)",290,15,10,35,"Protein-rich mung beans, affordable.","Mung bean"
"Tinolang Manok",Lunch,"Per serving (250g)",380,25,14,28,"Nutritious soup dish.",Chicken
"Sinigang na Baboy",Lunch,"Per serving (250g)",450,28,24,30,"Popular sour soup, affordable version.","Pork, Tamarind (or sinigang mix), Tomatoes, Onion, Radish, Eggplant, Okra, String beans, Kangkong (water spinach), Fish sauce, Water, Salt"
"Sinigang na Isda",Lunch,"Per serving (250g)",390,30,14,25,"Sour fish soup, very budget-friendly.","Pork, Tamarind (or sinigang mix), Tomatoes, Onion, Radish, Eggplant, Okra, String beans, Kangkong (water spinach), Fish sauce, Water, Salt"
"Adobong Manok",Lunch,"Per serving (250g)",420,28,22,30,"Staple Filipino dish, affordable meat.","Chicken or pork, Soy sauce, Vinegar, Garlic, Bay leaves, Black peppercorns, Onion, Sugar, Cooking oil, Water"
"Adobong Baboy",Lunch,"Per serving (250g)",460,26,28,20,"Pork adobo, common household dish.","Chicken or pork, Soy sauce, Vinegar, Garlic, Bay leaves, Black peppercorns, Onion, Sugar, Cooking oil, Water"
